employee_id,age,gender,job_title,department,experience_years,current_salary_dzd,skills
EMPB2RQRB,58,Male,Charge de recouvrement,Investor Relations,1,73477,"Time Management, Teamwork, Culinary Arts"
EMPNJ1NWS,44,Male,Consultant Junior Data Engineer F/H,Health & Safety,3,57925,"Teamwork, Problem Solving, Communication, Piloting"
EMPFXKDPN,29,Female,TS en Gestion de Carrière,Business Intelligence,6,66593,"Problem Solving, Teamwork, Leadership"
EMPFUEG4J,24,Male,Assistant(e) Dentaire,Corporate Affairs,4,75674,"Time Management, Communication, Communication, Teamwork"
EMPU8MHG0,57,Male,,Quality Control,0,30369,"Time Management, Communication, Problem Solving"
EMPYSVOC8,53,Male,Responsable de Production Forme Liquide,Innovation,16,85767,"Leadership, Communication, Diving, Photography"
EMPNHLEFD,57,Female,Chef Comptable,Investor Relations,8,64323,"Teamwork, Time Management, Culinary Arts, Piloting"
EMPYNE3VW,49,Male,Responsable Marketing,Public Relations,4,75385,"Teamwork, Communication, Woodworking, Piloting"
EMP0BB34T,60,Female,électricien engin,Customer Experience,4,66535,"Leadership, Teamwork, Time Management, Woodworking"
EMPL9KVN6,32,Female,Contrôleur de Qualité  ( Agroalimentaire ) / Bordj Bou Arreridj,Innovation,0,66833,"Leadership, Communication, Culinary Arts, Woodworking"
EMPS84CRR,54,Female,Pizzaiolo,Procurement,6,69199,"Leadership, Time Management, Communication, Leadership"
EMPSH2I74,31,Male,Analyste Crédit PRI,Data Protection,4,78083,"Leadership, Communication, Diving, Photography"
EMPK8R83H,29,Male,Chargée de l’Administration des Ventes (ADV),Business Intelligence,3,67511,"Time Management, Leadership, Leadership"
EMPTM7L7L,58,Female,Responsable Méthodes,Corporate Affairs,1,27864,"Communication, Problem Solving, Culinary Arts"
EMP8QZPBR,38,Female,Chargé d’Affaires Véhiculé | (H/F)  Béjaïa,Investor Relations,2,70746,"Time Management, Problem Solving, Woodworking, Leadership"
EMP61LJXI,35,Male,Agent Vacataire ( H-F)  Agence Hussein Dey,Public Relations,1,72668,"Communication, Time Management, Diving, Piloting"
EMP8V0GO4,30,Female,Gestionnaire deTransport,Innovation,7,52579,"Problem Solving, Leadership, Time Management"
EMPNBE44A,50,Male,Chargé de Projets Marketing,Investor Relations,5,75104,"Problem Solving, Communication, Problem Solving, Teamwork"
EMPAILEFU,54,Female,Marketing Activation Manager,Data Protection,1,76047,"Time Management, Leadership, Woodworking"
EMPNS9YAC,29,Female,Assistant(e) de Direction (avec Expertise en Suivi des Approvisionnements),Investor Relations,5,78985,"Time Management, Communication, Piloting, Teamwork, Communication"
EMPGQ1Z21,32,Female,Responsable Commerciale,Data Protection,5,74078,"Problem Solving, Communication, Diving, Culinary Arts"
EMPICDUMQ,23,Female,Chef de Projet,Quality Control,5,65844,"Communication, Problem Solving, Communication, Culinary Arts"
EMP3J8BH6,30,Female,Superviseur Ventes et Distribution - Annaba,Procurement,4,52679,"Teamwork, Communication, Problem Solving"
EMP8H6TW8,26,Female,Responsable Ressources Humaines,Public Relations,1,85245,"Teamwork, Time Management, Culinary Arts"
EMP4N8WUM,50,Female,Responsable Gestion de stock pharmaceutique,Procurement,5,49724,"Time Management, Problem Solving, Problem Solving"
EMPER67MG,24,Female,Artiste peintre,Research & Development,2,55528,"Problem Solving, Leadership, Teamwork, Problem Solving"
EMPSNIT1T,34,Female,Electricien qualifié sur engins de chantier,Research & Development,7,61016,"Communication, Problem Solving, Culinary Arts, Woodworking"
EMP2LCI8I,32,Female,Ingénieur Planificateur,Research & Development,8,80022,"Communication, Problem Solving, Diving"
EMP2LOKQ6,52,Male,Chargée de Marketing,Quality Control,0,66168,"Problem Solving, Leadership, Culinary Arts, Leadership"
EMPJNXVQN,58,Male,Assistant(e) Gestionnaire de Stock,Quality Control,2,61019,"Teamwork, Leadership, Communication"
EMPK0V5QE,39,Male,Commerciale,Procurement,3,65578,"Problem Solving, Leadership, Photography, Dentistry"
EMPW1L9NQ,59,Male,Approvisionneur Senior,Corporate Affairs,6,74201,"Communication, Time Management, Problem Solving"
EMPDNA2SO,59,Male,Ingénieur matériel-Oil and Gas,Research & Development,12,72472,"Problem Solving, Communication, Woodworking"
EMP335C7J,42,Male,Agent Vacataire (H-F) Agence Bordj El Kiffan,Corporate Affairs,1,34130,"Leadership, Teamwork, Piloting"
EMPGMO3NM,28,Male,SUPERVISEUR HSE,Sustainability,4,58251,"Teamwork, Communication, Photography, Dentistry"
EMPONGIPX,31,Female,Ingénieur Génie Civil,Health & Safety,5,66592,"Teamwork, Communication, Diving"
EMPDHJSAT,41,Female,Chargé ( e ) Qualité Base de données,Corporate Affairs,3,54021,"Problem Solving, Teamwork, Teamwork, Photography"
EMP8C5UVE,23,Female,GRH,Data Protection,2,75955,"Leadership, Teamwork, Communication"
EMP87Y4UX,53,Male,Ingénieur en Génie Civil,Public Relations,7,82109,"Communication, Problem Solving, Time Management, Piloting"
EMP6OL5Q9,55,Female,Délégué Hospitalier / PS Product specialist,Customer Experience,7,76310,"Leadership, Communication, Leadership, Woodworking"
EMPCERNUH,24,Female,Analyste Stabilité,Health & Safety,3,62637,"Teamwork, Time Management, Diving, Dentistry"
EMPVZDDRI,29,Female,Community Manager,Innovation,2,64804,"Problem Solving, Time Management, Photography, Woodworking"
EMPMXDLA2,40,Male,Senior UI/UX Designer,Public Relations,2,68396,"Time Management, Communication, Diving, Leadership"
EMP3F8LD9,44,Female,Assistant(e) ressources humaines,Public Relations,7,52320,"Problem Solving, Leadership, Woodworking, Piloting"
EMP881QSR,53,Female,CHARGÉ(E) DE LOGISTIQUE,Business Intelligence,2,53854,"Communication, Problem Solving, Diving, Leadership"
EMP0HFEH1,54,Female,Ingénieur Génie Civil (études Logements),Health & Safety,1,60081,"Communication, Problem Solving, Diving, Dentistry, Piloting"
EMPB87CTT,23,Male,Brand activation manager,Business Intelligence,6,69286,"Time Management, Communication, Piloting, Culinary Arts"
EMPOS21Y6,55,Male,Développeur junior,Investor Relations,2,81975,"Communication, Leadership, Dentistry"
EMPR9BHQM,34,Female,Technico-commercial,Corporate Affairs,3,64713,"Teamwork, Time Management, Photography, Problem Solving, Culinary Arts"
EMPRDA1GN,28,Female,Chef de Bloc Opératoire,Public Relations,2,33159,"Teamwork, Time Management, Beekeeping, Dentistry, Photography"
EMPS8TR5X,44,Male,Ingénieur Intégration ERP & Interfaces,Data Protection,4,71645,"Communication, Leadership, Problem Solving, Communication"
EMPK4F5KQ,39,Male,Responsable Production,Health & Safety,7,73273,"Time Management, Leadership, Culinary Arts, Diving"
EMP5YN6ZT,31,Male,English Teachers,Procurement,0,66903,"Leadership, Problem Solving, Diving, Piloting"
EMP80OQE2,30,Female,Gestionnaire des Stocks,Customer Experience,0,63167,"Leadership, Time Management, Photography"
EMPSOP9MA,41,Male,Marketing Specialist ( Remote ),Data Protection,4,67796,"Leadership, Communication, Culinary Arts, Culinary Arts, Dentistry"
EMPX77N8H,27,Male,BAR MAN,Public Relations,2,67144,"Problem Solving, Leadership, Photography, Communication"
EMPYVSVUX,36,Male,Chargé d'Administration RH & Paie,Customer Experience,2,70937,"Communication, Time Management, Dentistry, Time Management, Leadership"
EMPQJ3LBA,57,Female,Chargé de traitement des déviations (Assurance Qualité),Research & Development,4,60773,"Problem Solving, Time Management, Diving, Woodworking"
EMPQHTTTZ,42,Male,Ingénieur en Electronique,Customer Experience,2,76436,"Communication, Time Management, Problem Solving, Teamwork"
EMPAS3MN6,47,Female,Commercial,Sustainability,10,71946,"Leadership, Problem Solving, Culinary Arts, Teamwork"
EMP77K3C8,57,Male,Commercial SAV,Public Relations,3,68334,"Communication, Problem Solving, Culinary Arts, Woodworking"
EMPG35JTP,32,Female,,Procurement,2,28292,"Communication, Problem Solving, Leadership, Beekeeping"
EMPGN500T,46,Female,Un Régional Sales Manager ( Ouest,Quality Control,6,44556,"Problem Solving, Time Management, Piloting, Woodworking, Beekeeping"
EMP38VEUU,55,Male,Gestionnaire Administratif,Procurement,1,57772,"Problem Solving, Leadership, Leadership, Dentistry"
EMPZQXLMV,49,Female,Développeur WordPress,Procurement,1,64018,"Time Management, Teamwork, Dentistry, Problem Solving, Photography"
EMPAZJWF6,39,Male,AGENT E-COMMERCE,Corporate Affairs,4,71125,"Communication, Teamwork, Time Management, Teamwork"
EMPEU98DS,45,Male,Agent d'Accueil,Quality Control,14,62031,"Leadership, Time Management, Diving, Photography"
EMP1YVLM2,25,Male,Expert·e en ressources humaines / expert·e RH,Innovation,11,81388,"Leadership, Time Management, Beekeeping"
EMPKU1PNO,40,Male,Ingénieur Technico-Commercial,Innovation,5,75044,"Leadership, Communication, Beekeeping"
EMPOZR9RY,56,Female,Responsable Controle Qualité,Sustainability,2,70753,"Time Management, Teamwork, Woodworking"
EMPCXXA8D,54,Female,Spécialiste Assurance Qualité Qualification et Métrologie,Investor Relations,3,73801,"Leadership, Time Management, Beekeeping, Piloting"
EMPGO4BLF,48,Male,Télé-opératrice (s),Health & Safety,1,38549,"Communication, Problem Solving, Piloting"
EMP07471R,49,Male,Responsable en Marketing Digital,Customer Experience,5,63552,"Teamwork, Leadership, Problem Solving, Teamwork"
EMP1IOAC1,32,Male,CHARGE DE LA TRESORERIE,Customer Experience,4,65612,"Communication, Teamwork, Time Management, Woodworking"
EMPJ43W8U,49,Female,Assistante de Direction,Customer Experience,5,67260,"Leadership, Teamwork, Problem Solving, Diving"
EMPQU90W2,31,Male,Chargé de la logistique,Innovation,4,57929,"Problem Solving, Teamwork, Time Management, Teamwork"
EMPLKCU8F,59,Male,Team Leader Finance Islamique - Mostaganem,Sustainability,2,71787,"Teamwork, Leadership, Diving, Leadership, Culinary Arts"
EMPW18754,43,Male,RESPONSABLE COMMERCIAL (LOGISTIC ),Sustainability,12,73094,"Communication, Leadership, Leadership, Time Management"
EMPFACKOC,47,Male,Médecin Produit,Corporate Affairs,5,87545,"Communication, Teamwork, Piloting, Leadership"
EMPEKNZS5,51,Female,Technicien Laboratoire,Public Relations,1,55435,"Time Management, Teamwork, Beekeeping, Diving"
EMPK8PV0I,26,Male,Agent de Sécurité,Innovation,1,48634,"Teamwork, Communication, Piloting"
EMPAKPYBC,29,Female,CHARGE(E) DE COMMERCE EXTERIEUR,Customer Experience,6,86288,"Teamwork, Time Management, Piloting, Dentistry"
EMP8BYH98,56,Female,Délégué Conformité,Sustainability,2,77354,"Problem Solving, Time Management, Piloting, Leadership"
EMPZ33HQC,36,Female,Comptable,Sustainability,3,71767,"Leadership, Teamwork, Teamwork"
EMPJ9PQ4M,35,Male,Responsable maintenance / Bordj Bou Arreridj,Business Intelligence,2,67722,"Communication, Time Management, Photography, Culinary Arts"
EMPLTTVEC,55,Female,Auditeur Senior (H/F),Business Intelligence,3,71717,"Problem Solving, Communication, Beekeeping, Leadership"
EMP0GPCD0,56,Male,Commercial,Public Relations,4,69120,"Problem Solving, Teamwork, Diving, Problem Solving, Woodworking"
EMPSUV3NY,39,Male,Chef de ligne de production,Procurement,8,78740,"Time Management, Leadership, Time Management, Photography"
EMPVSLD45,31,Male,Commercial expérimenté,Research & Development,5,82060,"Teamwork, Leadership, Leadership"
EMPNE0G1M,60,Male,Chargée admission et placement (CAP),Sustainability,4,46534,"Communication, Leadership, Culinary Arts, Dentistry, Leadership"
EMP02BIPG,26,Female,Responsable et agent Control Qualité,Customer Experience,0,72833,"Leadership, Teamwork, Problem Solving"
EMPYC3WHB,22,Female,Responsable d’Audit Comptable et Fiscal,Business Intelligence,1,67780,"Teamwork, Communication, Piloting, Woodworking"
EMP5JWSOO,34,Female,Gestionnaire Ressources Humaines,Business Intelligence,2,68032,"Time Management, Teamwork, Piloting, Diving"
EMPTHUGJD,52,Female,Assistante de Direction,Research & Development,5,71251,"Teamwork, Time Management, Photography"
EMP6OAHF8,29,Male,comptable,Quality Control,5,72540,"Teamwork, Communication, Piloting, Diving"
EMP6XLVUQ,30,Female,Conseiller Clientèle de Particuliers / Agence Ghardaia,Investor Relations,6,75774,"Problem Solving, Time Management, Dentistry, Problem Solving"
EMPL3Y3DG,51,Female,,Corporate Affairs,2,25679,"Communication, Teamwork, Woodworking, Time Management, Woodworking"
EMPTYFL3I,48,Female,Délégués Médico-Commerciaux - Alger-,Investor Relations,1,65361,"Leadership, Problem Solving, Problem Solving"
EMP5NBND2,56,Male,Développeur junior,Research & Development,6,76777,"Leadership, Problem Solving, Time Management, Piloting"
EMPW2HUDV,42,Male,Responsable Commercial,Investor Relations,4,38386,"Problem Solving, Communication, Diving"
EMPVVL89C,39,Female,Ingénieur Electrique Sénior,Quality Control,7,62880,"Time Management, Leadership, Woodworking"
EMP6QUIF8,42,Male,Agent Vacataire (H-F) Agence Ain Temouchent,Customer Experience,0,25185,"Teamwork, Problem Solving, Woodworking, Teamwork, Communication"
EMP2NY6S5,42,Female,Chargé des Opérations,Health & Safety,1,65309,"Teamwork, Problem Solving, Diving"
EMP38ID02,60,Female,Responsable commercial,Health & Safety,6,85512,"Communication, Problem Solving, Teamwork, Piloting"
EMPQLDGRV,45,Female,Responsable des opérations retail,Corporate Affairs,4,33781,"Communication, Leadership, Teamwork, Diving"
EMP2G1MCK,40,Male,Commerial,Quality Control,2,71187,"Teamwork, Problem Solving, Culinary Arts"
EMPDWWGBS,23,Female,Opérateurs de Production,Research & Development,1,60133,"Time Management, Problem Solving, Communication, Woodworking"
EMPMNSLA4,55,Male,BIM Manager et BIM Technologue,Health & Safety,5,84277,"Teamwork, Problem Solving, Beekeeping, Communication"
EMP59QPDI,54,Male,INGENIEUR D'ETUDES ELECTROTECHNIQUE,Public Relations,4,55436,"Communication, Time Management, Communication, Woodworking"
EMPMNR3U4,26,Female,Chef d'Atelier Activités Automotive,Sustainability,3,71994,"Time Management, Problem Solving, Woodworking, Woodworking"
EMPHW5KFG,45,Male,CAISSIERS (ES),Customer Experience,3,52949,"Problem Solving, Teamwork, Woodworking, Teamwork, Communication"
EMPM9MNV7,34,Female,Ingénieur Topographe et ou tecnicien superiuer topograph,Investor Relations,16,91420,"Time Management, Communication, Communication, Time Management"
EMPDBVN9U,48,Male,Ingénieur Génie Civil Géotechnique,Sustainability,4,56707,"Teamwork, Time Management, Diving, Beekeeping"
EMPLOW4QO,44,Male,Chef de Compte Secteur (Délégué Commercial),Research & Development,2,73646,"Communication, Problem Solving, Time Management, Culinary Arts"
EMPJZ7ALO,50,Female,Cadre financier,Innovation,4,85384,"Communication, Leadership, Teamwork, Problem Solving"
EMP1UCUTN,35,Female,Responsable Commercial et Marketing,Research & Development,6,74455,"Time Management, Leadership, Culinary Arts, Leadership"
EMP234VPO,26,Male,Office Manager - Assistante DG,Quality Control,7,81246,"Time Management, Communication, Culinary Arts, Woodworking, Problem Solving"
EMP97H2BU,55,Male,Coordinateur Systèmes d’information,Customer Experience,6,75783,"Communication, Time Management, Diving"
EMPCPXVI6,24,Male,Assistant(e) Dentaire,Procurement,0,70029,"Leadership, Problem Solving, Beekeeping, Culinary Arts, Diving"
EMPX0LCR7,31,Male,Agent Vacataire ( H-F) Agence Zéralda,Public Relations,3,30486,"Teamwork, Time Management, Woodworking"
EMPLLU4R6,28,Female,Directeur Commercial Senior – Secteur Électroménager,Investor Relations,1,71094,"Teamwork, Leadership, Photography, Piloting"
EMPGZR33H,28,Male,Assistant(e) DG,Quality Control,10,62458,"Communication, Leadership, Problem Solving"
EMPKQRNE3,49,Female,Agent Technique / Technicien Helpdesk IT,Corporate Affairs,2,33250,"Problem Solving, Teamwork, Culinary Arts, Leadership"
EMPMF4W0V,38,Female,Secrétaire,Quality Control,2,73734,"Time Management, Teamwork, Photography, Beekeeping"
EMPV9OARI,33,Male,Graphiste,Procurement,6,52538,"Teamwork, Communication, Communication, Beekeeping"
EMPCN5FKY,28,Female,Chef de Parc,Procurement,5,58114,"Leadership, Teamwork, Woodworking, Leadership"
EMP20D0KB,59,Female,COMMERCIAL REGIONAL (CENTRE),Research & Development,6,56576,"Leadership, Time Management, Time Management"
EMP8UJHNF,42,Female,Cadre Chargé de la Formation,Procurement,4,53921,"Problem Solving, Time Management, Woodworking, Woodworking"
EMPM976Q8,52,Male,Développeur/Développeuse,Business Intelligence,3,86030,"Communication, Problem Solving, Culinary Arts"
EMPRB032C,43,Female,Secrétaire Notarial,Corporate Affairs,6,68006,"Communication, Problem Solving, Dentistry, Teamwork"
EMPKRTQQN,39,Female,Chargé des Opérations,Innovation,4,32534,"Teamwork, Time Management, Photography, Problem Solving"
EMPKYHDDM,27,Male,Assistant(e) marketing,Public Relations,4,56168,"Problem Solving, Leadership, Photography, Time Management"
EMP4H9NTB,53,Female,Merchandiser,Procurement,1,68746,"Leadership, Time Management, Communication"
EMPE1380W,33,Female,Graphic Designer,Business Intelligence,4,65048,"Leadership, Problem Solving, Photography, Woodworking"
EMPXVLBF3,32,Female,Chargé des Opérations,Research & Development,2,70049,"Leadership, Teamwork, Culinary Arts, Dentistry"
EMP8AX28N,37,Male,Directeur Qualité Pharmaceutique,Health & Safety,6,29875,"Teamwork, Time Management, Piloting, Beekeeping"
EMPWMTPJW,58,Female,Directeur National de Vente,Customer Experience,13,65548,"Communication, Problem Solving, Dentistry, Beekeeping"
EMPA8HYEQ,37,Male,Agent Vacataire ( H-F ) Agence Mutualisée Constantine Sidi Mabrouk,Health & Safety,1,63755,"Leadership, Communication, Dentistry, Time Management"
EMP2VKM3W,49,Female,Vendeuse/eur Pharmacien(ne),Data Protection,1,63488,"Communication, Problem Solving, Culinary Arts"
EMPVA5IUL,52,Female,Ingénieur Electricité ( Suivi),Sustainability,2,65845,"Teamwork, Time Management, Photography, Leadership, Piloting"
EMPPJG3PM,56,Male,Chargé(e) Management de la Qualité,Innovation,6,65093,"Problem Solving, Communication, Teamwork"
EMPH99KGC,24,Male,Superviseur Des Ventes,Investor Relations,4,47286,"Teamwork, Leadership, Piloting, Time Management"
EMPS9CKSJ,34,Female,Développeur Web,Data Protection,1,65769,"Communication, Problem Solving, Problem Solving, Beekeeping"
EMP68I8I4,42,Male,Directeur Technique,Innovation,4,73681,"Problem Solving, Time Management, Time Management, Beekeeping"
EMPLGBKOQ,43,Male,Chef de Département Finance,Customer Experience,17,93331,"Communication, Problem Solving, Piloting, Time Management, Leadership"
EMPM7QDDA,27,Male,Monteur en électricité Bâtiment,Research & Development,1,56721,"Teamwork, Problem Solving, Photography"
EMP2BSMCQ,36,Male,Analyste physico chimie sénior,Data Protection,6,63667,"Teamwork, Time Management, Time Management, Piloting"
EMPUSS6YH,25,Female,Chargé Marketing Opérationnel,Public Relations,2,71044,"Teamwork, Leadership, Woodworking, Beekeeping"
EMP0GD22H,39,Female,Gestionnaire R.H,Public Relations,1,55539,"Teamwork, Problem Solving, Culinary Arts, Beekeeping"
EMPE8CHNH,24,Female,Directeur Commercial Senior – Secteur Électroménager,Customer Experience,4,67367,"Problem Solving, Teamwork, Woodworking, Problem Solving, Piloting"
EMP85NI05,32,Male,Directeur d'Agence -L'Arbaa Nath Iraten,Innovation,6,76511,"Communication, Problem Solving, Diving, Leadership"
EMP12BXBI,23,Female,Agent Commercial,Quality Control,1,75847,"Communication, Time Management, Dentistry"
EMP74UUD8,23,Male,Commercial (anglophone),Investor Relations,2,56407,"Leadership, Teamwork, Photography, Dentistry, Time Management"
EMP0OFAM2,22,Female,Pharmacien assistant du directeur technique,Procurement,0,57207,"Communication, Leadership, Dentistry, Diving"
EMPW4X7M1,58,Male,Chef de Projet -BTP-,Data Protection,13,85379,"Leadership, Communication, Diving"
EMP3772AX,49,Male,Chargé d’études Finance & Comptabilité,Customer Experience,5,49157,"Problem Solving, Time Management, Diving, Diving"
EMPA0C814,27,Female,Analyste Crédit Sénior,Customer Experience,1,62366,"Problem Solving, Time Management, Culinary Arts, Dentistry"
EMPE09ORJ,24,Female,GRH,Innovation,7,75741,"Leadership, Problem Solving, Woodworking, Dentistry"
EMPDL0TKE,38,Male,Superviseur Paie et Prestations Sociales,Sustainability,2,56190,"Leadership, Communication, Communication"
EMPM3OT6T,51,Male,CONTROLEUR DE GESTION,Health & Safety,6,60423,"Time Management, Leadership, Dentistry, Leadership"
EMPFIQOU2,58,Male,Superviseur Commercial,Innovation,2,61303,"Time Management, Teamwork, Piloting, Woodworking"
EMPPAF5PS,51,Male,Superviseur des Ventes Constantine,Corporate Affairs,7,58231,"Communication, Leadership, Dentistry, Teamwork"
EMP59IZIB,59,Male,TOP engineer « Turn over package Engineer »,Procurement,3,82946,"Time Management, Communication, Photography"
EMPMVZPGB,36,Female,CADRE DIRIGEANT (CHEF DE DEPARTEMENT DES OPERATIONS FONCIERES).,Investor Relations,4,96492,"Problem Solving, Communication, Photography, Dentistry"
EMPDNOG3I,51,Female,Ingénieur HSE sénior,Quality Control,11,72907,"Leadership, Problem Solving, Beekeeping, Time Management"
EMPU5W7UI,56,Male,Chef de Base,Corporate Affairs,1,66922,"Communication, Time Management, Dentistry, Piloting"
EMPL2UX6C,26,Male,Ingénieur en Génie Industrielle,Corporate Affairs,5,75729,"Leadership, Communication, Time Management, Communication"
EMP3KFNZW,54,Male,Agent De Billetterie et Hôtellerie ,Procurement,0,49579,"Leadership, Communication, Beekeeping, Piloting"
EMPN0J4RR,26,Male,RESPONSABLE RESSOURCE HUMAIN,Research & Development,12,68646,"Problem Solving, Teamwork, Woodworking, Leadership"
EMPQVDI1K,53,Female,Ingénieur en Génie Mécanique,Data Protection,5,68170,"Time Management, Teamwork, Leadership"
EMPO0K5GY,55,Female,Graphic designer,Quality Control,4,65109,"Problem Solving, Leadership, Teamwork, Diving"
EMPIHS7GY,40,Male,Chargé d'Affaires Corporate - BC Ouled Fayet (H/F),Business Intelligence,5,32820,"Leadership, Time Management, Dentistry, Piloting"
EMPCP9ZOV,43,Female,chargé des dossiers d'expatriés,Corporate Affairs,1,65951,"Time Management, Leadership, Woodworking, Dentistry"
EMPWMP507,42,Female,Chef de Département Maintenance (parc roulant & engins),Health & Safety,10,63260,"Problem Solving, Time Management, Woodworking"
EMPKMNETO,26,Female,Médecin de Produit,Business Intelligence,7,77608,"Teamwork, Leadership, Diving, Communication"
EMPB0ZCFS,33,Female,Chargé de Cartographie Commerciale,Data Protection,2,68507,"Teamwork, Problem Solving, Leadership, Beekeeping"
EMP0JSSFX,35,Female,Téléconseillers(ères),Health & Safety,3,75446,"Teamwork, Problem Solving, Piloting, Problem Solving"
EMP443OXC,34,Male,CADRE FINANCIER,Quality Control,3,77172,"Time Management, Leadership, Diving, Teamwork, Leadership"
EMPMCVVJE,37,Male,assistant(e) de direction,Research & Development,5,75541,"Time Management, Teamwork, Beekeeping, Photography"
EMPF6EDQW,40,Male,CHARGE DE LA TRESORERIE,Business Intelligence,4,39228,"Leadership, Time Management, Piloting, Teamwork"
EMPTESS89,33,Male,opérateur SMT,Corporate Affairs,4,52670,"Communication, Teamwork, Teamwork"
EMPUW3CMJ,58,Female,Juristes juniors,Business Intelligence,2,59929,"Problem Solving, Time Management, Culinary Arts, Leadership"
EMPEGWUHN,51,Male,Ingénieur Géotechnique et Etudes,Business Intelligence,2,64737,"Leadership, Communication, Photography, Culinary Arts, Photography"
EMPETC4PS,32,Male,Monteur vidéos,Procurement,2,68941,"Teamwork, Communication, Piloting, Diving"
EMP1E9FCP,25,Male,Sales Development Resprentative,Customer Experience,2,64026,"Teamwork, Problem Solving, Leadership, Beekeeping"
EMPG2P38T,48,Male,Lead Customer Application Engineer,Corporate Affairs,11,63146,"Problem Solving, Teamwork, Photography, Piloting, Communication"
EMPNJBQMS,42,Male,Ingénieur (e) Système d'Information et Web,Innovation,0,72695,"Time Management, Problem Solving, Beekeeping"
EMP4XD655,52,Female,Responsable HSE,Research & Development,7,80419,"Teamwork, Time Management, Woodworking, Communication"
EMPM7NH11,22,Female,Conseiller SAV,Business Intelligence,4,71014,"Leadership, Time Management, Communication, Photography"
EMP0KRFEF,46,Female,Production Operator,Research & Development,0,51670,"Communication, Leadership, Piloting, Problem Solving, Communication"
EMP8P4DIY,46,Male,Vendeur,Customer Experience,2,53291,"Communication, Problem Solving, Teamwork"
EMP78DDFB,57,Male,Senior Graphic Designer,Research & Development,11,73179,"Problem Solving, Teamwork, Piloting"
EMPKQRZ2C,39,Male,Chargé des Relations Bancaires,Corporate Affairs,4,28482,"Time Management, Leadership, Woodworking"
EMPYIMEJP,30,Female,Télé-opératrice (s),Procurement,5,33203,"Teamwork, Communication, Time Management"
EMPXQAGOW,24,Male,Promoteur,Customer Experience,2,52473,"Leadership, Communication, Communication, Beekeeping"
EMPCFQ07D,46,Male,Conseiller(e) Commercial(e),Sustainability,3,55872,"Communication, Teamwork, Problem Solving, Teamwork"
EMPAX1BM3,45,Male,Délégué Médical,Customer Experience,6,70595,"Time Management, Leadership, Dentistry, Diving"
EMPMWF9MI,46,Male,Chauffeur livreur toutes les catégories,Innovation,5,65858,"Communication, Teamwork, Piloting, Culinary Arts"
EMP0VUTPL,26,Male,Juriste,Data Protection,9,68778,"Communication, Teamwork, Leadership"
EMPH0MIBJ,25,Female,Ingénieur Procurement,Customer Experience,4,30701,"Communication, Problem Solving, Culinary Arts, Diving, Communication"
EMPMI0V7O,58,Female,Chef d'agence Commercial,Business Intelligence,5,81007,"Teamwork, Communication, Piloting, Dentistry"
EMPVSNII5,59,Female,Agent de Lavage Véhicules,Customer Experience,4,60633,"Leadership, Problem Solving, Problem Solving"
EMPIM7CD4,22,Female,(04) Techniciens supérieurs en cartographie: pour des postes de chargé d'études foncièrs et (01)  Ingénieur en cartographie,Health & Safety,4,78670,"Teamwork, Time Management, Woodworking, Photography"
EMP606CKM,52,Female,Gestionnaire des stocks PF-PSF,Quality Control,2,75131,"Communication, Leadership, Culinary Arts, Teamwork"
EMPE3PK14,46,Male,Architecte Designer 3D,Sustainability,0,65401,"Communication, Problem Solving, Dentistry, Problem Solving"
EMPVZ10XM,41,Male,Secrétaire de Direction,Health & Safety,6,59708,"Time Management, Communication, Piloting, Culinary Arts"
EMPXVZHOI,33,Female,Commerciale,Business Intelligence,0,35144,"Time Management, Problem Solving, Piloting"
EMPEM5IBM,30,Male,Assistant(e) Chef de Produit,Health & Safety,2,51177,"Communication, Leadership, Beekeeping"
EMP6C0CVN,51,Male,Coordinateur Support IT,Procurement,5,64413,"Problem Solving, Teamwork, Diving, Leadership, Teamwork"
EMPJ4P2I9,25,Female,SUPERVISEUR HSE,Business Intelligence,6,64445,"Time Management, Teamwork, Beekeeping, Problem Solving"
EMPPT07WW,40,Male,Technicien mécanique semi-qualifié,Innovation,6,52846,"Problem Solving, Time Management, Communication"
EMP1RMXCT,52,Female,Instructeur et Assistant clientèle,Procurement,7,58091,"Problem Solving, Time Management, Photography, Culinary Arts"
EMPI28ICX,39,Male,chef de projet realisation -  chantier de promotion immobilier de  haut standing,Innovation,17,68239,"Communication, Time Management, Piloting, Leadership, Culinary Arts"
EMP4ZUNP3,55,Male,Acheteur - industriel-,Business Intelligence,0,59687,"Leadership, Communication, Diving"
EMPHFF7Y9,25,Male,Chef de Département Maintenance (parc roulant),Customer Experience,12,61791,"Time Management, Leadership, Communication, Photography"
EMPKBK1LL,50,Male,Directeur des Lignes,Public Relations,7,78626,"Teamwork, Time Management, Teamwork"
EMPW2AJYC,58,Male,Hse Engineer,Research & Development,17,74792,"Problem Solving, Teamwork, Dentistry"
EMPUJ092T,48,Female,HVAC Specialist,Corporate Affairs,2,67345,"Problem Solving, Teamwork, Beekeeping, Teamwork"
EMP9TBXZY,32,Male,Ingénieur Instrumentation,Corporate Affairs,4,71530,"Communication, Leadership, Culinary Arts"
EMPKW51BJ,53,Female,Ingénieur Informatique (H/F),Innovation,1,81576,"Teamwork, Problem Solving, Time Management"
EMPFBFG3E,49,Male,chargée des réservations,Research & Development,7,60248,"Problem Solving, Time Management, Piloting, Leadership"
