employee_id,age,gender,job_title,department,experience_years,current_salary_dzd,skills,sector
EMPPB9A9S,39,Female,Chef de Projet,Public,7,85267,"Teamwork, Adaptability, Communication, Time Management, Problem Solving",Ventes
EMPJ5TKE7,44,Male,Architecte,Affairs,2,65513,"C++, Java, UX/UI, Python, Network Security, SQL",Logistique
EMPXP0EFZ,47,Male,COMPTABLE FOURNISSEURS,Science,4,56402,"Teamwork, Communication, Adaptability, Problem Solving, Time Management",RH
EMPFB6DBS,35,Male,Architect technico-commercial,Safety,5,74035,"UX/UI, DevOps, Docker, Kubernetes",Ingénierie
EMPQGWFT3,52,Female,Analyste IT,Science,6,64780,"DevOps, Docker, C++, Network Security, SQL",Admin
EMPRH0AMZ,29,Female,Superviseur Ventes et Distribution - Alger,Compliance,3,62182,"Communication, Adaptability, Teamwork",Santé
EMPJ1KDBS,43,Female,Ingénieur en Cybersécurité,Development,6,74758,"Java, UX/UI, Cloud Computing, C++, Kubernetes, Network Security",Marketing
EMPPP6H42,23,Female,Responsable Management Qualité,Training,8,76194,"DevOps, Network Security, Kubernetes, C++, UX/UI",Admin
EMP1N2Q7J,25,Female,Pré vendeur,Data,1,63850,"Problem Solving, Adaptability, Time Management, Communication",Finance
EMPGIKED4,55,Female,COMMERCIAL REGIONAL (CENTRE),Quality,8,58826,"Communication, Teamwork, Time Management, Adaptability",Juridique
EMPS1X54E,41,Male,Responsable Atelier de Lait,Training,2,57564,"Kubernetes, UX/UI, Docker",Logistique
EMP6DBNAP,30,Female,Superviseur HSE,Success,5,74112,"Time Management, Adaptability, Teamwork",Ventes
EMPKYCDE7,27,Female,Ingénieur en Energie renouvelable,Procurement,6,57145,"Teamwork, Problem Solving, Time Management, Communication",Ingénierie
EMPE4HHV3,41,Female,AGENT DE SERVICE,Corporate,4,49592,"Problem Solving, Teamwork, Adaptability, Communication, Time Management",Santé
EMPZJA4A7,35,Male,Ingénieur Coût et Planning,Safety,7,69390,"Time Management, Adaptability, Problem Solving, Communication, Teamwork",Admin
EMPJQYQ5G,54,Male,Ingénieurs,Product,3,67031,"Adaptability, Communication, Problem Solving, Teamwork, Time Management",Santé
EMPBFPYAG,28,Male,"Directeur Qualité, Hygiène, Sécurité & Environnement QHSE",Development,15,59943,"UX/UI, DevOps, C++, Java, Network Security",Santé
EMP4LFOZB,57,Male,Responsable Planification Transport,&,4,60629,"Adaptability, Teamwork, Communication, Problem Solving, Time Management",Logistique
EMP8P6AAB,51,Female,Analyste Stabilité,Risk,4,68178,"Cloud Computing, Docker, Network Security",Ventes
EMP7PIS2A,51,Female,Commerciaux francophones en télévente,Strategy,6,53883,"Typography, Figma, UX Research, Adobe Photoshop, Prototyping",Ventes
EMP9B5Y3T,47,Female,Directeur Commercial,&,5,70112,"Teamwork, Time Management, Communication",Logistique
EMPCY9TFI,40,Female,Délégué Helpdesk,Training,0,66178,"Problem Solving, Time Management, Teamwork",Ingénierie
EMP44FO9D,53,Male, Femme de chambre ,Design,0,53562,"Adaptability, Teamwork, Time Management",Ventes
EMPOG869O,41,Female,Electromécanincien,Development,5,63308,"Problem Solving, Time Management, Teamwork",Finance
EMPBZEI7D,51,Male,Machiniste ,Design,2,56090,"Adaptability, Communication, Time Management, Problem Solving, Teamwork",Juridique
EMPP56XLQ,53,Male,Superviseur maintenance stérilisation,Business,7,70091,"Communication, Adaptability, Teamwork",Ventes
EMPZIBUWZ,53,Female,Ingénieur ou Technicien technico-commercial,Data,11,84898,"Communication, Teamwork, Problem Solving, Adaptability, Time Management",Admin
EMPQTCG1U,49,Male,Créatrice De Contenu,Customer,2,55405,"Problem Solving, Communication, Time Management, Adaptability, Teamwork",Informatique
EMPGCUYCZ,42,Male,Commercial(e) Principale,Quality,3,70863,"Communication, Adaptability, Problem Solving",Finance
EMPLCU4UB,58,Female,Ingenieur Planning   ,Training,5,70109,"Time Management, Teamwork, Adaptability",Marketing
EMPAT4XP1,60,Female,Agent Technique Traitement Des Effluents,Development,7,78548,"SQL, DevOps, Kubernetes, Cloud Computing, Network Security, C++",Finance
EMPCBBMMS,34,Female,Responsable Affrétement,Strategy,12,68382,"Time Management, Teamwork, Problem Solving, Adaptability",Admin
EMP7JRHPW,22,Male,Techniciens,Support,7,65836,"Problem Solving, Communication, Time Management, Adaptability, Teamwork",Informatique
EMPKXYBJH,24,Male,Cadre Commercial,Science,7,69369,"Problem Solving, Teamwork, Adaptability, Communication, Time Management",Marketing
EMPRQYA7P,26,Male,CADRE COMPTABLE,Business,3,56141,"Communication, Teamwork, Adaptability, Problem Solving",Informatique
EMP50HW42,57,Male,Deléguée Commercial,Corporate,5,52651,"Time Management, Problem Solving, Communication, Teamwork, Adaptability",Ingénierie
EMPWNBB3B,57,Male,Chargé de Caisse et Expédition,Public,2,66473,"UX/UI, Python, Cloud Computing",Juridique
EMP8YR0WY,24,Female,Chargé des Opérations,&,3,54700,"Teamwork, Communication, Time Management, Adaptability",Admin
EMPS3LKUR,40,Male,Business Unit Manager,Compliance,7,73828,"Docker, SQL, Python, Java, DevOps, Cloud Computing",Finance
EMP3W8TPL,26,Male,Ingénieur Eléctrique,Corporate,2,62087,"Problem Solving, Communication, Adaptability, Teamwork",Marketing
EMP7E6RE5,24,Male,Délégué commercial,Assurance,0,64965,"Problem Solving, Teamwork, Adaptability, Time Management, Communication",Santé
EMP4F3IZF,40,Male,Planificateur Principal,Technical,2,63531,"Communication, Teamwork, Time Management",Ingénierie
EMPL8TMZO,48,Male,Commerciale,Health,4,55120,"Teamwork, Communication, Problem Solving, Adaptability",Admin
EMP5WY7IR,23,Male,LIAD ORAN : Professeur des lettres modernes (H/F) rentrée 2024,Success,6,64994,"Time Management, Teamwork, Communication, Problem Solving, Adaptability",Admin
EMPCE2EWK,23,Female,chargé des dossiers d'expatriés,Administration,3,65722,"Teamwork, Adaptability, Communication, Problem Solving",Juridique
EMPWD27HN,51,Male,Opticienne,Customer,0,76163,"Communication, Adaptability, Time Management, Teamwork",Finance
EMPCNO18N,33,Female,Chargée de la prospection et  Administration,Design,7,30263,"Customer Service, Scheduling, Office Management, Document Control, Data Entry",Santé
EMPAAGJWD,38,Female,Manager paie et social ( sage paie),Technical,3,33951,"Communication, Problem Solving, Teamwork, Time Management, Adaptability",RH
EMP2UIVBC,58,Male,Pré-vendeur ,Quality,3,53550,"Time Management, Problem Solving, Communication, Teamwork",Ventes
EMPQTC9SJ,65,Female,Zookeeper,Data,10,534561,"Time Management, Adaptability, Communication, Problem Solving",Ventes
EMPR3KBS8,32,Female,Femme / Valet de chambre (Agent d’Entretien),Relations,1,56602,"Problem Solving, Communication, Teamwork, Time Management, Adaptability",Logistique
EMPZ00IKR,36,Male,grutier,Strategy,6,58531,"Communication, Problem Solving, Teamwork, Time Management, Adaptability",Juridique
EMPFN3VET,60,Male,Télé-opératrice (s),Assurance,1,38393,"Time Management, Problem Solving, Adaptability, Teamwork, Communication",RH
EMPR32U8W,48,Female,Gestionnaire logistique,Corporate,4,33034,"Time Management, Communication, Adaptability, Problem Solving, Teamwork",Juridique
EMPJKBX7X,27,Female,Electricien Auto,Corporate,11,57719,"Teamwork, Problem Solving, Communication",Logistique
EMPPMQUWG,46,Male,Responsable Sécurité Système d’Information,Strategy,4,81207,"Kubernetes, Docker, SQL, DevOps, C++",Marketing
EMPAQT5G4,36,Female,Responsable de la Formation Technique après-vente APV,Procurement,7,74010,"Adaptability, Problem Solving, Communication, Time Management",Ventes
EMPTKQR5H,49,Male,Chef de projet en architecture,Quality,1,78275,"UX/UI, Docker, Kubernetes, Network Security",Logistique
EMPLEG999,42,Male,Account Executive,Research,1,70256,"Teamwork, Problem Solving, Communication, Adaptability",RH
EMP0AUI5G,27,Female,,Health,0,26401,"Adaptability, Time Management, Communication, Problem Solving",Informatique
EMPY91MQ8,24,Female,Conseiller Clientèle Finance Islamique - Oran,Design,6,59756,"Risk Management, Financial Analysis, Investment Strategies, Budgeting, SAP, Forecasting",Logistique
EMP2WNSXG,35,Female,Chargé(e) de Développement Commercial – Services d’Impression,Administration,5,48938,"Teamwork, Adaptability, Time Management, Problem Solving, Communication",Admin
EMPT9YNEV,40,Male,Superviseur Des Vente,Support,0,50435,"Communication, Adaptability, Teamwork, Problem Solving",Ingénierie
EMPG7UD75,35,Female,Analyste Sécurité Financière,&,2,79602,"Network Security, C++, Kubernetes",Ventes
EMPP8TCCT,22,Female,Agent Polyvalent,Management,2,55073,"Adaptability, Communication, Problem Solving, Teamwork, Time Management",Ventes
EMP0NU3MC,52,Male,Assistante de Direction,Corporate,6,82084,"Document Control, Data Entry, Office Management, Customer Service, Scheduling",Ventes
EMPGNH7F1,26,Female,Sous directeur Trésorerie,Success,10,59548,"Teamwork, Problem Solving, Time Management",Juridique
EMPLCG3KT,45,Female,Délégué Commercial,Affairs,0,64534,"Adaptability, Time Management, Problem Solving, Communication, Teamwork",Ventes
EMP6EGBPN,39,Female,Ingénieur en Charpente Métallique,Support,6,64099,"Adaptability, Problem Solving, Communication, Teamwork, Time Management",Ventes
EMP4S9LKO,58,Male,SUPERVISEUR HSE,Affairs,5,68297,"Communication, Teamwork, Problem Solving, Time Management, Adaptability",RH
EMPVPIZ0D,29,Female,Ingénieur Agronome,Development,0,70831,"Adaptability, Teamwork, Communication, Problem Solving",Juridique
EMP0R2EVW,42,Female,SECRETAIRE DE DIRECTION,Corporate,3,64917,"Time Management, Adaptability, Problem Solving, Communication, Teamwork",RH
EMP9U8VW6,53,Male,Travel Coordinator,Safety,2,66032,"Teamwork, Communication, Adaptability",Logistique
EMP0ZR28O,29,Female,Maintenance Manager,Assurance,12,81886,"Time Management, Adaptability, Teamwork, Problem Solving, Communication",Marketing
EMPCU29U7,40,Female,Pharmacien assistant du directeur technique,IT,7,69657,"Clinical Trials, HIPAA Compliance, Pharmacovigilance, Medical Terminology, Patient Care",Admin
EMPHR3Q7E,45,Female,Correspondant Social,Administration,1,54050,"Time Management, Communication, Adaptability, Problem Solving, Teamwork",RH
EMPAMMR1E,36,Male,RESPONSABLE DES ENTRÉES,Product,6,59922,"Problem Solving, Adaptability, Time Management, Teamwork, Communication",Santé
EMPKALJNE,28,Female,Directeur Marketing Senior,IT,2,58105,"Social Media, Brand Management, Email Marketing, Campaign Planning, Content Strategy",Admin
EMPGKVDVD,41,Male,Développeurs programmes,Public,6,70857,"Adaptability, Communication, Time Management, Teamwork, Problem Solving",Marketing
EMPKLZRGF,59,Male,ASSISTANTE PDG,Support,4,67531,"Scheduling, Document Control, Data Entry, Customer Service",RH
EMPJCJVUN,36,Female,Agent moyens Généraux,Quality,1,59184,"UX Research, Prototyping, Illustrator",RH
EMP8TXSP8,56,Male,Télé-opératrice (s),Logistics,4,33759,"Communication, Problem Solving, Teamwork",Juridique
EMPOKOOQZ,39,Female,Analyste SAP MM,Support,7,56088,"Forecasting, Budgeting, Investment Strategies, Accounting",Informatique
EMPQGJ4N6,60,Female,Customer Support Agent,Business,4,53451,"Problem Solving, Teamwork, Adaptability, Communication",Finance
EMPVCBKL7,56,Male,Analyste Control Qualité,Data,6,67678,"Java, C++, DevOps, Cloud Computing, UX/UI",Juridique
EMPZDP20V,53,Male,comptable fournisseur,&,1,64090,"Time Management, Adaptability, Teamwork, Communication, Problem Solving",Santé
EMP3TTRBF,37,Male,Contrôleur qualité,Public,7,77098,"Kubernetes, C++, SQL, Java, Cloud Computing",Santé
EMPSV67U4,46,Female,Ingénieur Sécurité des Systèmes d'Information,Safety,2,77850,"C++, Network Security, Python, Docker, DevOps, SQL",Logistique
EMPGDZEMF,32,Male,"Chargé(e) du Système de Management Intégré (SMI),",Risk,2,73089,"Teamwork, Adaptability, Time Management, Problem Solving, Communication",Ingénierie
EMP79PHY8,39,Male,Dessinateur Projecteur,Success,12,57066,"Communication, Time Management, Teamwork, Problem Solving, Adaptability",Admin
EMPK0BV2Q,47,Female,électricien ,Corporate,3,54363,"Time Management, Communication, Adaptability",Santé
EMPKIHWWV,57,Female,Responsable Market Research,Development,7,42569,"Adaptability, Communication, Time Management",Informatique
EMP5A62PZ,45,Male,Leader Developer,Assurance,1,64805,"Docker, Java, Python, Network Security, Kubernetes, DevOps",Santé
EMPN9AJXO,52,Female,Sales Force Effectiveness Manager,Public,12,67558,"Adaptability, Time Management, Teamwork, Problem Solving, Communication",Admin
EMPM8NAVZ,45,Male,Directeur d'administaration,Public,4,84079,"Customer Service, Document Control, Office Management, Scheduling, Data Entry",Juridique
EMPM706CD,39,Female,Coordinateur engineering,Corporate,15,75075,"DevOps, Cloud Computing, Python, C++, Kubernetes",Finance
EMP10M650,27,Male,Délégué Médical - Oran,Corporate,7,74553,"Adaptability, Communication, Problem Solving",Santé
EMP3ZA7UM,25,Male,Assistant chargé du marketing,Product,2,32611,"Social Media, Brand Management, Email Marketing, Campaign Planning, Content Strategy, Google Analytics",Admin
EMP60BGNA,31,Female,Ingénieur sécurité,&,2,53238,"Kubernetes, SQL, Java, C++, Docker",Ingénierie
EMPMWZUDQ,39,Male,Cadre gestion des stocks,Compliance,1,70161,"Adaptability, Problem Solving, Time Management",Finance
EMPT5DTZC,51,Male,Juriste,Training,4,80380,"Regulatory Affairs, Compliance, Legal Research, Contract Drafting",Admin
EMP50FYJS,30,Male,Vendeur(se),Training,3,62082,"Adaptability, Teamwork, Time Management, Communication, Problem Solving",Ingénierie
EMPMQRH2X,45,Female,Responsable Comptabilité et Fiscalité Groupe,Data,4,65393,"Cloud Computing, Python, DevOps, Network Security",RH
EMP9IP5RD,37,Male,National Transport Manager,Technical,12,59141,"Problem Solving, Adaptability, Time Management, Communication",Marketing
EMPJCRLB6,47,Female,Assistant(e) Médical,Logistics,0,51112,"Office Management, Customer Service, Document Control",Marketing
EMP5TDSRA,55,Male,Chauffeur,Business,0,49519,"Time Management, Problem Solving, Teamwork, Adaptability, Communication",Admin
EMP4LRKLK,22,Male,technico-commercial,Science,6,31229,"Teamwork, Adaptability, Communication, Time Management",Logistique
EMPQBGJR3,34,Female,Commercial Terrain et Support Client (Logiciel de Gestion des Stocks),Compliance,3,63997,"Communication, Teamwork, Time Management, Adaptability, Problem Solving",Finance
EMP65P6IJ,34,Male,National Transport Manager,Administration,10,72217,"Time Management, Adaptability, Problem Solving, Communication, Teamwork",Ingénierie
EMPLLS5WC,44,Female,Responsable Matériels / Lourds et engins,Customer,1,62974,"Problem Solving, Time Management, Teamwork, Adaptability",Informatique
EMPAY2K3Z,30,Male,Contrôleur Qualité (CDD),Relations,1,49299,"Python, Network Security, Java, DevOps, C++, UX/UI",Juridique
EMPH7NYDQ,30,Male,Technicien Helpdesk,&,3,48358,"Time Management, Communication, Adaptability",Ventes
EMP8YQAUX,37,Female,Responsable des opérations retail,Training,5,41384,"Time Management, Communication, Adaptability, Teamwork",Ingénierie
EMP66VQUX,22,Male,Expert environnemental et social,Training,5,70692,"Teamwork, Communication, Adaptability, Problem Solving, Time Management",Santé
EMPSXZTI2,41,Male,Ingénieur consultant,Relations,3,58818,"Adaptability, Problem Solving, Time Management, Communication, Teamwork",Ventes
EMP2MVXG3,32,Male,Chargé de Veille Media,Assurance,4,55537,"Adaptability, Teamwork, Communication, Problem Solving",Admin
EMPO2KCLR,42,Female,Controls Field Services Engineer - Technical Advisor,Logistics,12,84137,"Python, SQL, UX/UI, Java, C++, Cloud Computing",Finance
EMPTC05AN,35,Female,Inspecteur Après-vente ( Technico-Commercial ) Activités Equipement,Logistics,12,59935,"Python, Network Security, C++",Logistique
EMPZAFFGN,49,Male,TS en Développement,Support,2,68195,"Problem Solving, Communication, Adaptability",RH
EMPKCX9YH,29,Male,Gestionnaire des Ressources Humaines,Strategy,5,58466,"Teamwork, Problem Solving, Adaptability",Santé
EMPQT93NH,33,Male,Chef de Bloc Opératoire,Procurement,3,32439,"Problem Solving, Adaptability, Time Management",Ventes
EMPGE73IP,41,Female,Chargé d'Affaires Corporate Assistant,Science,4,57264,"Document Control, Office Management, Scheduling, Customer Service",Logistique
EMPFHJVFD,55,Female,Téléopératrice,Relations,3,62822,"Problem Solving, Teamwork, Adaptability, Communication",Logistique
EMPM0EQKN,36,Male,Full Stack developer d’applications Web et Mobiles,Technical,1,52959,"Java, Python, Kubernetes",Admin
EMPWWTS70,60,Male,Comptable,Design,2,71992,"Problem Solving, Teamwork, Communication, Adaptability, Time Management",Informatique
EMPVWQXDS,41,Male,Chargé (e) Achats,Administration,3,67625,"Teamwork, Communication, Adaptability, Problem Solving",Admin
EMPJEQDQD,58,Male,Délégué Médical - Oran,Support,1,55144,"Adaptability, Teamwork, Problem Solving, Time Management",Logistique
EMPS1O4E5,43,Male,Brand and Social Media Manager (H/F),Development,0,54786,"Email Marketing, Google Analytics, SEO",Finance
EMP63OHY0,60,Female,Gestionnaire de Stock,Compliance,1,33412,"Communication, Time Management, Teamwork, Adaptability, Problem Solving",Finance
EMPSJ0V7I,49,Female,Ingénieurs en mécanique option construction,Logistics,1,55309,"Teamwork, Problem Solving, Communication, Time Management, Adaptability",Finance
EMPECFZK0,52,Male,opérateurs de salle de contrôle,Affairs,2,50928,"Teamwork, Time Management, Adaptability",Logistique
EMPF7GD2H,58,Male,Agent d'entretien,Investor,6,64604,"Time Management, Adaptability, Teamwork",Finance
EMPP205JW,48,Male,Agent Administratif,&,4,65968,"Data Entry, Document Control, Scheduling, Office Management, Customer Service",Logistique
EMPUE7T7D,53,Female,BUSINESS CONTROLLER MAGHREB,Success,5,67625,"Recruitment, Performance Management, Employee Relations, Payroll",RH
EMPGN1HLN,29,Male,Comptable Principal,Corporate,6,58137,"Adaptability, Time Management, Communication, Problem Solving",Finance
EMP09TLGS,43,Female,Chargé ( e ) Qualité Base de données,Research,0,58620,"Cloud Computing, Java, Docker, Kubernetes",Admin
EMPKOUVF6,53,Male,Chargé d'Affaires,Safety,5,65124,"Time Management, Problem Solving, Teamwork, Communication, Adaptability",Admin
EMP2OCVB6,35,Male,technico-commercial,Investor,4,52480,"Teamwork, Problem Solving, Communication",Finance
EMP3GJQXX,35,Male,Assistant(e) Gestionnaire de Stock,Health,3,73289,"Office Management, Customer Service, Scheduling, Data Entry, Document Control",RH
EMPDA218L,56,Male,Superviseur QHSE,Compliance,1,58129,"Time Management, Problem Solving, Communication, Adaptability, Teamwork",Ingénierie
EMP7NF8PT,35,Female,Chargé d’Affaires Véhiculé | (H/F)  Béjaïa,Business,6,60226,"Communication, Problem Solving, Time Management, Adaptability, Teamwork",Logistique
EMPJJUHHM,60,Male,Vendeur(se) En Magasin,Success,3,52959,"Adaptability, Teamwork, Problem Solving, Time Management, Communication",Admin
EMP6BTEH7,52,Female,Conseiller Commercial/ Délégué commercial / Acheteur central d'achat domaine Electroménager à SETIF,Affairs,4,65473,"Time Management, Problem Solving, Adaptability",Santé
EMPDJ0MEO,34,Male,Délégué Médico-Pharmaceutique,Data,3,63046,"Clinical Trials, Medical Terminology, Pharmacovigilance, Patient Care, HIPAA Compliance",Finance
EMPSSW6LR,31,Female,Chef de Service Risk Reporting,Product,10,66959,"Adaptability, Problem Solving, Teamwork",Juridique
EMPLY9GR6,26,Male,Infographe senior,&,2,69085,"Communication, Adaptability, Time Management, Problem Solving, Teamwork",Finance
EMPA7QMY9,24,Female,Graphic Designer,Affairs,2,59021,"Adobe Photoshop, Typography, Color Theory, Sketch, Prototyping",Marketing
EMP8I6BCH,44,Female,Superviseur des Ventes,Training,6,56852,"Time Management, Problem Solving, Communication",Santé
EMPKIL4U3,55,Female,Chargé transit Senior,Data,2,63013,"Network Security, Cloud Computing, UX/UI, SQL",Ingénierie
EMP6PTBZC,33,Female,Conseiller Commercial,Health,11,56447,"Problem Solving, Communication, Teamwork",Ingénierie
EMPVGNHW4,35,Female,Vendeur(se) En Magasin,Compliance,3,70453,"Teamwork, Problem Solving, Time Management, Communication, Adaptability",Logistique
EMP3NHMR3,52,Male,Serveurs,Success,1,53007,"Problem Solving, Teamwork, Communication, Time Management, Adaptability",Santé
EMP8UWWVB,34,Female,Téléopérateur en Pharmacie,Affairs,0,53153,"Patient Care, HIPAA Compliance, Medical Terminology, Pharmacovigilance, Clinical Trials",Ventes
EMPVQABQO,24,Male,Technicien supérieur en maintenance des véhicules légers,Procurement,4,54854,"Teamwork, Adaptability, Time Management, Problem Solving",Informatique
EMP87AQIP,29,Male,Responsable Automatisme,Design,12,81801,"Problem Solving, Adaptability, Time Management, Communication, Teamwork",Juridique
EMPN3Y12Y,23,Male,Sales Manager,Management,7,62861,"Communication, Problem Solving, Time Management, Adaptability, Teamwork",Santé
EMPDW3I7U,49,Male,Sétif: Opérateur Machine Laser et Plasma,Quality,3,80146,"Problem Solving, Time Management, Adaptability",Marketing
EMPW7OHS6,38,Male,Chargé(e)s de clientèles,Health,7,32233,"Teamwork, Time Management, Adaptability, Problem Solving, Communication",Marketing
EMPHNGKSO,42,Female,délégué commercial pharmaceutique véhiculé (prospecteur),Product,2,71410,"Medical Terminology, HIPAA Compliance, Patient Care, Pharmacovigilance, Clinical Trials",Logistique
EMPFB6ZV0,25,Male,Formateur Energie BMA ACADEMY,Relations,17,72966,"Problem Solving, Communication, Time Management, Teamwork, Adaptability",Ingénierie
EMPW9CMPG,50,Male,TRESORIER,Support,1,72174,"Teamwork, Communication, Time Management",Informatique
EMP5YD7EG,29,Male,Juriste,Public,5,60828,"Legal Research, Compliance, Regulatory Affairs",Juridique
EMPGPKMOU,22,Male,Gestionnaire des ressources humaines,&,4,69125,"Communication, Teamwork, Problem Solving",Santé
EMP4Z6A5L,33,Female,Assistant(e) du PDG,Data,16,81127,"Scheduling, Document Control, Data Entry, Office Management, Customer Service",Ingénierie
EMPYNRHCR,24,Male,Formateur TCF,IT,1,59562,"Time Management, Adaptability, Problem Solving, Communication",Santé
EMPD6IU9D,29,Male,Blender Product Designer,Development,6,63691,"Color Theory, Illustrator, Sketch, UX Research, Prototyping",Informatique
EMPU2RXAW,46,Male,Chargé de Marketing,Procurement,1,61170,"Google Analytics, Brand Management, SEO, Campaign Planning",Admin
EMP6IU0CJ,35,Male,"Superviseur des ventes ""Agroalimentaire""  ORAN",Relations,7,69385,"Problem Solving, Communication, Teamwork, Adaptability, Time Management",Informatique
EMPOSCXLF,55,Female,,Affairs,2,25541,"Time Management, Communication, Teamwork, Problem Solving, Adaptability",RH
EMPX643TW,52,Male,Responsable Planification et Ordonnancement  de la Production.,Training,2,68530,"Problem Solving, Adaptability, Teamwork",RH
EMPGUUVZ9,24,Female,HR Généraliste  (H/F),Quality,7,81025,"Training & Development, Performance Management, Payroll, Onboarding",Informatique
EMPNK1OQS,27,Female,Chargé des Opérations,Health,4,70648,"Time Management, Teamwork, Communication",Admin
EMPX9OKVT,23,Female,GRAPHIC DESIGNER,Assurance,5,75410,"Color Theory, Figma, Typography, Illustrator, Adobe Photoshop, Sketch",Juridique
EMPQOIZ12,40,Female,Opératrice de ligne de conditionnement industrielle,Public,1,50764,"Kubernetes, C++, Java, Network Security, Docker",Marketing
EMPZ2HMJW,24,Female,Commercial Terrain,Support,1,68233,"Adaptability, Time Management, Problem Solving",Marketing
EMPG8R09U,45,Male,Technicien de Réparation,IT,5,57305,"Communication, Teamwork, Time Management, Adaptability, Problem Solving",Admin
EMPODWB6P,35,Female,Head of Partnerships,Assurance,1,80252,"Problem Solving, Time Management, Adaptability, Communication",RH
EMPDA5OQZ,33,Male,Financial Crime Junior Officer,Logistics,3,54098,"Budgeting, Audit, Financial Analysis, Risk Management, Investment Strategies",Finance
EMPFHM9ZH,40,Male,Technicien de Maintenance,Public,4,68933,"Teamwork, Adaptability, Time Management, Problem Solving, Communication",Ventes
EMPIF4U4C,58,Female,Contrôleur de gestion,Management,1,67400,"Teamwork, Time Management, Problem Solving, Communication",RH
EMPDLOCN1,41,Male,Visiteur Pharmacie (Constantine),Success,7,68667,"Network Security, UX/UI, DevOps, Java, Cloud Computing",Ingénierie
EMPTP8C4L,49,Male,Coursier à moto,Management,3,64203,"Time Management, Adaptability, Teamwork, Communication, Problem Solving",Santé
EMPZDFGBN,48,Male,Expert environnemental et social,Corporate,5,59553,"Teamwork, Problem Solving, Communication, Time Management",Ingénierie
EMP19QFA1,34,Male,Archaeologist,Assurance,17,464493,"Adaptability, Communication, Problem Solving, Teamwork, Time Management",Finance
EMPJ3W24K,25,Female,Chauffeur Navette,Corporate,4,74430,"Communication, Adaptability, Time Management, Problem Solving, Teamwork",Logistique
EMPC5JD6E,26,Female,Animateur Marché des entreprises (Corporate),Risk,10,83529,"Problem Solving, Time Management, Communication, Teamwork",Admin
EMPHRB3NZ,57,Female,PROFESSEUR DE CHINOIS MANDARIN,Risk,2,67190,"Teamwork, Problem Solving, Adaptability",Ingénierie
EMP45V0S7,24,Female,Retail Credit Administration Officer,Business,2,70809,"UX/UI, Python, Java, Docker",RH
EMP8CJCQK,30,Male,Ingénieur presales,Data,2,78991,"Communication, Teamwork, Problem Solving",Ventes
EMPXIGCFU,52,Female,Conseiller.ère technique ‘‘Expert(e) en agritech à  Alger‘‘,Support,3,39382,"Kubernetes, Java, Docker, Cloud Computing, SQL, UX/UI",Finance
EMPRW5EMC,47,Male,Mécanicien,Compliance,5,38455,"Time Management, Teamwork, Adaptability",Ingénierie
EMPLY1PMY,55,Female,Ingénieur en Informatique - Bases de Données et Applications,Affairs,6,64763,"Kubernetes, SQL, C++, DevOps, Network Security",Admin
EMPZ1XT8I,27,Male,Délégué Médical Cardiovasculaire,Product,3,70590,"Adaptability, Time Management, Problem Solving, Communication, Teamwork",Marketing
EMPGMC5OP,56,Male,HR Généraliste  (H/F),Business,2,80762,"Onboarding, Training & Development, HRIS",Ingénierie
EMPP7MYRG,60,Female,Mecanicien Industriel,Risk,0,59344,"Communication, Teamwork, Adaptability",Ventes
EMPBH83JK,34,Female,Guichetier Payeur (H-F) Agence Bouzaréah,Compliance,2,33483,"Color Theory, Adobe Photoshop, Sketch",RH
EMPBJHZXK,34,Male,Responsable Planifaction,IT,2,79845,"Problem Solving, Time Management, Adaptability, Communication, Teamwork",RH
EMPLVICXY,30,Male,Délégué Commercial,Design,3,60013,"Adaptability, Teamwork, Problem Solving",Juridique
EMPKVCMQM,50,Female,Commercial Terrain,Logistics,4,70361,"Time Management, Adaptability, Problem Solving, Teamwork, Communication",Marketing
EMPJ52MQV,51,Male,Graphiste et motion designer,Customer,4,61891,"Prototyping, Color Theory, Figma, Sketch, Adobe Photoshop",RH
EMPB2S4QQ,26,Male,Téléconseillers(ères),Relations,1,55723,"Teamwork, Time Management, Problem Solving, Adaptability, Communication",Juridique
EMP1J8Q4T,27,Male,assistant(e) commercial(e),Compliance,3,32001,"Office Management, Data Entry, Scheduling, Document Control",Santé
EMPKR8SK2,56,Female,Cadre d'études Approvisionnements,Support,3,72002,"Docker, Python, DevOps, Java",Santé
EMPW8FW2X,28,Male,"Assistante Traductrice "" Turc - Anglais """,&,1,65734,"Scheduling, Document Control, Customer Service, Office Management",Admin
EMPF5Q8ZN,47,Male,Office Manager,Health,5,63428,"Document Control, Scheduling, Data Entry, Customer Service, Office Management",Juridique
EMPXFSEJY,27,Male,Technico-Commercial,Training,5,69937,"Teamwork, Time Management, Problem Solving",Logistique
EMP8BKGI8,29,Male,Promoteur,Success,4,56968,"Communication, Problem Solving, Adaptability, Teamwork, Time Management",Marketing
EMPPSME9V,50,Male,Délégué commercial,Support,1,54545,"Time Management, Problem Solving, Communication",RH
EMP28CB8V,42,Male,Blender Product Designer,Development,4,64028,"UX Research, Illustrator, Sketch, Figma",Marketing
EMPLY1EK8,51,Male,Chargé de la Trésorerie (H/F),Affairs,6,70394,"Problem Solving, Adaptability, Time Management, Communication, Teamwork",Informatique
EMPEH2RLP,50,Male,Délégué(e) médical(e),Data,1,80134,"Time Management, Problem Solving, Teamwork",Marketing
